index,psraid,sample,int_date,lang,usr,cregion,state,form,sex,q1,q3,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,bbhome3a,bbhome3b,bbhome3c,bbhome3d,bbhome3e,device1a,smart1,q4,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,act19,act87a,act87b,act137,q5a,q5b,q5c,q5d,q5e,q5f,date1a,date2a,date3a,date3b,date4a,date4b,date4c,date4d,date4e,date4f,game1,game2a,game2b,game2c,game2d,game2e,game2f,game3a,game3b,game4,emplnw,emptype1,emptype2,emptype3,stud,job1a,job1b,job1c,job1d,job1e,job1f,job2,job3a,job3b,job3c,job3d,job3e,job3f,job3g,job3h,job4,smjob1,smjob2a,smjob2b,smjob2c,smjob2d,smjob2e,smjob3,smjob4a,smjob4b,smjob4c,smjob4d,smjob4e,snsjob1a,snsjob1b,snsjob1c,snsjob2a,snsjob2b,job5a,job5b,job5c,job5d,auto1a,auto1b,auto1c,auto1d,auto1e,auto2,auto3,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,weight,standwt
329,101674,1,62215,1,S,3,37,1,2,1,3,1,2,3,1,2, ,2,2,2,2,2,1,8,4, , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2, ,1,1,2,2,2,2,2,1,2,2,2,8,2,8,2,2,8, ,1,5,1, ,3,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,3,51,1,4,2, , , ,4, ,2,2, ,2,2, ,1,5, , ,27012,3.64516129032258,1.16380411847679
330,101675,1,62215,1,S,2,27,1,1,1,2,1,1,3,1,2, ,2,2,2,2,2,1,2,7, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,2,2,1,1,2,2,2,1,2,2,1,2,3,8,3,2,1, ,1,1,1, ,3,3,3,3,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,3,3,3,3,3,2,2,53,1,3,2, , , ,6, ,2,3,8,3,2, ,1,7, , ,55044,1.83870967741935,0.587051634983865
331,101678,1,62215,1,R,3,40,1,2,1,4,2,2, , , , ,1,1,1,1,2,1,2,1,1,2,8,8, ,2,1,2, ,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,1,2,2,1,2,3,2,8,8,8,8,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,81,5,1,2, , , ,7, ,1,2, ,3,2, ,1,2, , ,74523,1.0,0.319273696219295
332,101682,1,62215,1,R,2,31,2,2,1,1,1,1,3,2, , ,3,8,8,2,2,1,2,2,2,2,1,1, ,1,1,2,1,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,1,2,2,1,1,2,1,2,8,1,8,8,8,8,2,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,80,5,1,2, , , ,3, ,2,1, ,1,2, ,1,3, , ,68786,1.35483870967742,0.43256436261969
333,101694,1,62215,1,U,3,37,1,1,1,3,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2,2, ,2,1,1,1, , , ,2,2,2,2,2,2,1,2,2,1,1,3,3,2,2,2,3,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2,3,3,2,2,2,3,99,1,6,1,9,9,9,7,3,2,9,9,9,2, ,9,99, , ,27103,1.41935483870968,0.45316266560158
334,101703,1,62715,1,U,3,37,1,1,3,2,2,2, , , , ,3,3,3,3,1,1,1, ,1,1,2,2,2,2,2,1, ,1, , , , , , , , ,1,1,1, , , , ,2,1,2,1,1,2,1,1,2,1,2,2,8,2,8,8,1,2,2,1,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2, , , , , ,1,2,1,2,4,4,4,4,4,3,1,44,1,2,2, , , ,8, ,2,2, ,4,2, ,8,9, , ,28269,2.2258064516129,0.710641452875205
335,101715,1,62215,1,U,1,36,1,2,3,3,1,1,2,2, , ,3,3,2,2,3,1,1, ,1,2,2,2,1,1,2,2,3,2,1,2,1,2,1,1, ,1,2,2,2, , , ,2,2,2,2,8,2,2,2,8,8,1,2,2,8,3,2,3,1,2,2,1,1,2,4,3,1,1,2,1,4,1,1,2,2,2,1,2,2,2,2, ,2, , , , , , , , , , , ,2,2,2,2,2,2,1,1,1,4,4,4,4,4,2,3,45,6,1,1,0,2,0,4, ,2,2, ,3,2, ,2,99, , ,11366,2.74193548387097,0.875427876730326
336,101720,1,62215,1,S,1,42,1,1,2,3,1,1,2,1,2, ,2,8,2,1,8,1,1, , , , , , , , , , ,1, , , , ,2,2, ,2,1,1,1, , , ,2,2,2,2,2,2,2,2,2,1,2,2,1,8,2,8,2,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,1,1,1,2,2,1,3,2,1,8,2,2, , , , , , , , , , , , , , , ,1,66,3,1,2, , , ,8, ,2,3,1,2,2, ,1,8, , ,18055,1.0,0.319273696219295
337,101733,1,62415,1,S,3,51,1,1,1,1,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2,2,2,2,1,1,2,2,1,8,1,2,3,2,8,8,3,8,8,2,1,3,2,1,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,4,4,4,4,4,1,4,66,6,3,2, , , ,8, ,2,2, ,4,2, ,1,3, , ,23831,1.41935483870968,0.45316266560158
338,101737,1,62215,1,S,3,12,1,2,3,4,1,1,1,1,2, ,2,2,2,2,2,1,1, , , , , , , , , , ,2,1,2,1,2,1,1, ,1,2,2,1, , , ,2,2,1,2,2,2,1,1,2,1,2,2,2,8,2,8,2,2,1, ,4, , , ,3,1,1,3,3,2,2,1,1,1,1,1,1,1,1,2,4,1,1,1,2,2,1,4,1,2,1,2,1,1,1,2,2,2, , , , , , , , , , ,2,31,2,2,1,0,2,0,4, ,2,3,8,3,2, ,1,3, , ,33974,5.2258064516129,1.66846254153309
339,101740,1,62215,1,U,4,8,1,2,1,3,1,1,2,1,2, ,1,1,1,8,2,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,1,2,1, , , ,2,2,2,2,1,1,2,1,1,1,2,8,2,8,3,8,2,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,76,5,2,2, , , ,6, ,2,1, ,1,2, ,1,99, , ,80014,1.38709677419355,0.442863514110635
340,101744,1,62315,1,R,4,8,1,1,2,3,1,1,5,1,5, ,1,1,2,1,2,1,8,1,2,2,1,1, ,1,8,2,2,1, , , , ,2,2, ,2,2,1,1, , , ,2, ,2,2,2,2,1,2,2,2,2,3,1,8,2,1,3,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,63,1,2,2, , , ,3, ,2,1, ,2,2, ,1,5, , ,81230,2.48387096774194,0.793034664802766
341,101747,1,62215,1,S,4,8,2,2,2,2,2,2, , , , ,1,1,2,1,1,2, , ,2,2,2,2, ,2,2,1, ,1, , , , , , , , , , , , , , , , ,2,2,1,1,2,2,1,2,2,2,3,8,2,8,2,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,61,6,1,2, , , ,6, ,1,1, ,2,2, ,1,1,2, ,80003,2.74193548387097,0.875427876730326
342,101756,1,62215,1,S,2,20,2,1,2,2,2,2, , , , ,3,1,1,3,1,1,2,3,2,2,2,2, ,1,2,2, ,2,2,2,2,1, , , , , , , ,2,2,2, , ,2,2,2,2,8,2,2,1,2,3,1,8,3,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,82,1,2,2, , , ,8, ,2,3,2,4,2, ,1,99, , ,67354,1.0,0.319273696219295
343,101757,1,62415,1,S,3,37,1,2,1,4,2,2, , , , ,3,3,1,1,3,1,2,2,1,2,2,1, ,2,8,2, ,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,1,8,1,1,2,2,8,8,8,8,3,2,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,72,5,1,2, , , ,3, ,1,3,8,8,2, ,1,2, , ,28445,1.41935483870968,0.45316266560158
344,101781,1,62215,1,S,4,32,2,2,1,3,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,1,2,2,1,1,2,2,2,2,2,1,2,3,2,2,3,3,1,1,1, ,1,5,2,4,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,8,2,1,1,1,1,4,3,4,3,3,2,3,52,1,2,2, , , ,8, ,2,1, ,2,2, ,1,9, , ,89523,1.67741935483871,0.53555587752914
345,101784,1,62215,1,U,3,12,1,2,1,1,1,1,2,1,2, ,1,2,2,3,3,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,1, , , ,2,2,2,2,1,1,2,1,8,2,1,2,2,3,2,3,2,2,8,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,72,5,1,2, , , ,3, ,2,1, ,3,2, ,1,6, , ,33771,2.0,0.63854739243859
346,101786,1,62215,1,S,3,45,1,2,1,1,1,1,2,1,1,2,3,1,1,3,2,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,1,1,1,1,2,2,2,1,2,2,2,3,1,8,2,8,1,2, ,1,6,2,1,3,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2, ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,3,30,6,3,2, , , ,8, ,2,2, ,3,2, ,1,2, , ,29687,2.45161290322581,0.782735513311821
347,101794,1,62215,1,S,2,39,2,2,2,2,1,2,2,1,2, ,1,1,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2, ,1,2, , , ,1,2,1,2,2,2,1,1,1,2,8,1,1,1,2,2,1,3,8,2,1,1,2,3, , , ,2,3,4,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,1,68,5,1,2, , , ,8,8,2,1, ,3,2, ,1,98, , ,44121,1.0,0.319273696219295
348,101808,1,62215,1,S,1,36,2,2,1,3,1,1,2,1,2, ,1,1,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,8,3,8,2,1,1,2,1,1,2,1,3,2,1,1,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,1,4,2,4,2,4,4,1,52,1,3,1,0,0,1,6, ,2,1, ,3,2, ,1,9, , ,11740,4.06451612903226,1.29769308785907
349,101812,1,62215,1,S,4,6,2,2,3,2,2,2, , , , ,3,3,3,3,2,1,2,1,1,2,2,2, ,2,2,2, ,1, , , , , , , , , , , ,2,2,2, , ,1,2,1,8,2,8,2,1,2,2,2,8,8,8,8,2,1, ,3, , , ,3, , , , , , ,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,81,3,2,2, , , ,4, ,1,2, ,2,2, ,2,99, , ,94531,2.09677419354839,0.669444846911425
350,101813,1,62315,1,S,4,6,1,1,1,2,1,1,1,1,2, ,1,1,2,1,2,1,1, , , , , , , , , , ,1, , , , ,1,1, ,2,2,1,1, , , ,2,2,1,1,1,1,2,2,2,1,1,8,1,1,3,8,3,1,1,2,1,1,2,1,3,1,1,2,3,1,2,2, , , , , , , , , ,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,3,3,4,2,3,2,2,55,1,2,1,0,0,1,6, ,2,1, ,3,2, ,1,9, , ,94945,1.48387096774194,0.47376096858347
351,101821,1,62215,1,R,3,1,2,1,2,4,1,2,1,1,2, ,3,3,3,3,3,1,2,97, , , , , , , , , ,1, , , , ,1, ,2,1, , , ,2,2,2,2, ,1,1,1,1,1,2,1,1,2,3,1,8,3,8,3,1,1, ,1,3,2,1,3,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,4,4,4,4,4,1,1,53,1,3,2, , , ,4, ,2,1, ,1,2, ,1,8, , ,35769,3.67741935483871,1.17410326996773
352,101826,1,62215,1,U,4,6,2,1,1,3,1,1,3,1,1,1,3,3,3,3,2,1,1, ,2,2,2,2,1,8,8,2, ,1, , , , ,2, ,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,8,3,8,8,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,66,1,2,2, , , ,5, ,2,1, ,2,2, ,1,8, , ,95661,1.74193548387097,0.55615418051103
353,101835,1,62315,1,R,4,6,2,2,3,4,2,2, , , , ,3,3,3,3,3,2, , ,2,2,2,2, ,2,8,1, ,1, , , , , , , , , , , , , , , , ,2,2,1,1,2,1,2,2,2,2,8,8,8,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,75,1,2,2, , , ,4, ,2,3,1,2,2, ,1,3,2, ,95971,4.61290322580645,1.47277866320514
354,101841,1,62415,1,U,4,6,2,1,1,3,2,2, , , , ,3,8,3,8,3,1,2,3,2,2,1,2, ,2,2,2, ,1, , , , , , , , , , , ,2,2,2, , ,2,2,2,2,2,2,2,1,2,8,3,3,1,8,8,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,84,5,1,2, , , ,4, ,2,2, ,3,2, ,2,2, , ,90034,2.12903225806452,0.679743998402371
355,101851,1,62215,1,S,4,4,1,1,2,2,1,2,1,1,2, ,2,1,2,2,2,1,2,4, , , , , , , , , ,1, , , , ,1,1, ,1,2,2,1, , , ,2, ,1,8,1,2,2,2,1,1,2,8,8,8,8,8,3,2,1, ,1,1,2,4,3,1,1,1,1,8,1,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,2,4,4,4,4,2,3,66,1,2,2, , , ,6, ,1,2, ,3,2, ,1,99, , ,85296,1.35483870967742,0.43256436261969
356,101852,1,62315,1,R,3,48,1,2,1,2,1,1,2,2, , ,3,3,3,3,3,1,1, ,2,2,1,2,1,1,1,8,1,2,2,2,1,1,1,1, ,1,2,1,1, , , ,2,2,2,2,2,2,8,8,2,1,1,2,2,3,3,8,3,1,8,2,1,5,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,8, ,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,4,4,4,4,1,3,42,1,3,1,0,0,2,6,3,2,1, ,1,2, ,1,7, , ,75431,3.51612903225806,1.12260751251301
357,101865,1,62215,1,U,3,5,1,2,8,8,2,2, , , , ,3,8,3,3,8,2, , ,2,2,2,2, ,2,2,1, ,1, , , , , , , , , , , , , , , , ,2,2,2,1,2,8,2,1,2,2,3,8,2,8,2,2,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,64,1,2,2, , , ,3, ,1,9,9,9,2, ,1,5,2, ,72727,7.16129032258065,2.28641163098979
358,101866,1,62215,1,S,2,27,1,2,1,3,1,1,2,1,2, ,2,3,1,2,3,1,1, , , , , , , , , , ,1, , , , ,1,1, ,2,1,2,1, , , ,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,1, ,1,2,1,2,1,2,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,1,4,4,4,4,4,2,2,18,6,4,2, , , ,3,2,2,1, ,3,2, ,1,98, , ,55025,3.80645161290323,1.21529987593151
359,101881,1,62215,1,R,2,55,1,1,1,3,2,2, , , , ,3,1,2,3,3,1,2,1,1,1,2,2, ,2,2,1, ,1, , , , , , , , ,2,2,2, , , , , ,1,1,1,1,2,2,8,2,2,8,2,8,8,8,3,1,1, ,2,8,1, ,3,2,4,5,5,3,5,1,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2,2,2,1,4,3,4,4,3,1,1,54,5,1,2, , , ,2, ,1,3,8,3,2, ,1,3, , ,54428,2.29032258064516,0.731239755857095
360,101887,1,62215,1,U,4,6,2,1,2,1,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,8,8,8,2,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,64,1,2,2, , , ,8, ,2,2, ,3,2, ,1,7, , ,94611,1.51612903225806,0.484060120074415
361,101899,1,62215,1,S,4,6,1,2,2,2,1,2,4,1,2, ,3,3,3,3,8,1,2,2, , , , , , , , , ,1, , , , ,1,2, ,1,2,2,2, , , ,2, ,1,2,1,1,2,2,1,1,2,1,3,2,2,8,2,1,2, ,3, , , ,3, , , , , , ,1,1,1,1,1,1,1,2,8,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,80,3,1,2, , , ,5, ,1,3,1,3,2, ,1,2, , ,92821,1.96774193548387,0.628248240947645
362,101903,1,62415,1,S,4,6,2,1,1,2,1,2,4,1,2, ,2,2,1,1,1,2, , , , , , , , , , , ,1, , , , ,2, ,1,2, , , , , , ,2, ,2,1,8,1,8,8,2,2,2,8,8,8,8,8,8,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,86,1,2,2, , , ,8, ,2,2, ,3,2, ,1,8,1, ,93420,1.74193548387097,0.55615418051103
363,101904,1,62215,1,S,4,6,1,2,2,4,1,1,1,1,2, ,3,2,1,3,3,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2,2,2,1,1,1,2,2,1,1,1,1,3,3,1,3,1,2,1,1,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,77,1,2,2, , , ,3, ,2,2, ,4,2, ,1,3, , ,96003,2.32258064516129,0.74153890734804
364,101905,1,62715,1,S,4,6,2,1,1,1,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,2,2,2,2,2,2,1,1,2,1,1,1,2,8,2,8,8,8,2,1,2, ,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,8,2, , , , , , , , , , , ,2,2,2,2,2,2,1,1,1,3,4,4,4,1,1,2,50,1,2,1,0,0,1,8, ,2,2, ,4,2, ,1,9, , ,94301,1.93548387096774,0.6179490894567
365,101909,1,62215,1,S,4,41,2,1,1,3,1,1,3,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1, ,1,2, , , ,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,3,3,3,3,3,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,61,3,1,2, , , ,4, ,1,2, ,3,2, ,1,4, , ,97381,1.2258064516129,0.39136775665591
366,101912,1,62215,1,S,4,6,1,2,1,2,1,1,1,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2,2,2,1,1,2,2,2,1,2,1,2,2,2,8,3,3,1,1,2,1,1,2,2,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,2,4,4,4,4,3,3,50,1,2,2, , , ,8, ,2,3,8,3,2, ,1,8, , ,92026,2.16129032258065,0.690043149893316
367,101921,1,62215,1,S,4,41,2,2,2,2,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,2,1,2,1,1,1, ,2,1, , , ,2,2,1,2,2,2,2,2,2,2,1,2,1,2,8,1,1,8,8,3,1,1, ,1,5,2,1,3,2,2,8,2,2,2,1,1,2,1,1,2,1,1,2,3,2, , , , , , , , , , , , , , , , ,1,1,1,2,4,4,4,4,2,2,4,99,9,9,9, , , ,99, ,9,2, ,5,9, ,9,99, , ,97405,1.0,0.319273696219295
368,101924,1,62315,1,S,1,36,2,1,2,3,1,1,2,1,2, ,1,2,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2, ,2,1,2,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,4,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,4,4,4,4,4,2,3,22,6,3,2, , , ,6, ,2,2, ,3,2, ,2,6, , ,11096,2.29032258064516,0.731239755857095
369,101940,1,62315,1,U,3,11,2,2,2,1,1,1,3,1,2, ,3,1,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2,2,2,2,1,2,2,2,2,8,2,8,1,8,2,8,3,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,73,5,1,2, , , ,6, ,2,2, ,4,2, ,1,6, , ,20007,1.0,0.319273696219295
370,101942,1,62315,1,S,3,37,2,1,2,3,1,1,3,1,2, ,1,1,1,1,1,1,2,10, , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2, ,2,2,2,2,1,1,2,1,2,2,1,1,8,8,3,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,71,1,2,2, , , ,4, ,1,3,8,1,2, ,1,3, , ,28147,1.90322580645161,0.607649937965755
371,101951,1,62715,1,S,1,42,1,2,2,3,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,2,1,2,1,1,1,2,1,1,1,1,8,2,2,8,1,2,2,1,1,6,1, ,3,2,1,1,2,2,1,2, , , , , , , , , ,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,3,4,3,4,3,2,2,36,2,2,1,0,1,1,5, ,2,1, ,3,2, ,1,6, , ,15066,6.12903225806452,1.95683878327955
372,101960,1,62415,1,U,1,36,2,1,1,3,1,1,2,1,2, ,1,1,2,1,1,1,1, , , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,3,1,2,1,1,2,1, ,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2,1,2,4,4,4,3,3,2,61,1,4,1,0,0,1,4, ,2,2, ,5,1,3,1,5, , ,10016,3.19354838709677,1.01961599760356
373,101962,1,62315,1,S,2,18,1,2,2,3,1,1,2,1,2, ,2,2,2,3,2,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,2,1,2,8,8,2,2,8,1,2,3,1,2,3,8,2,1,1, ,1,6,2,1,3,2,1,1,2,5,2,1,1,1,2,1,2,1,2,2,4,2, , , , , , , , , , , ,2,2,2,8,2,1,1,1,2,4,4,4,2,2,2,2,52,1,3,2, , , ,8, ,2,1, ,1,2, ,1,8, , ,47802,1.70967741935484,0.545855029020085
374,101965,1,62415,1,R,3,54,2,2,2,3,2,2, , , , ,3,3,3,3,3,2, , ,2,2,2,8, ,1,2,1,6,1, , , , , , , , , , , , , , , , ,2,2,8,2,2,2,2,8,2,8,8,3,8,3,2,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,75,3,2,2, , , ,3, ,1,2, ,3,2, ,1,1,1, ,24740,4.32258064516129,1.38008629978663
375,101975,1,70515,1,R,3,37,2,2,1,2,2,2, , , , ,3,1,3,3,2,1,2,1,2,2,2,2, ,2,2,1, ,1, , , , , , , , , , , ,2,2,2, , ,1,2,1,8,1,8,2,1,2,2,8,8,8,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,83,5,1,2, , , ,7, ,2,2, ,4,2, ,1,99, , ,28557,1.0,0.319273696219295
376,101976,1,62315,1,S,1,36,1,2,1,1,1,1,1,1,2, ,3,1,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,2,1, , , ,2,2,1,1,2,2,1,1,2,1,1,3,2,1,3,1,3,1,8,2,5,3,2,1,3,1,2,2,1,2,1,2, , , , , , , , , ,2, , , , , , , , , , , ,1,2,1,2,2,1,1,1,2,4,4,4,4,4,1,2,45,1,6,1,5,4,1,3, ,2,4,9,3,1,3,6,8, , ,12524,5.25806451612903,1.67876169302404
377,101979,1,62315,1,U,3,51,2,1,2,3,1,2,4,1,2, ,1,1,1,1,1,1,2,1, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,2,2,1,1,2,1,2,8,8,8,2,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,72,1,2,2, , , ,3, ,2,2, ,1,2, ,2,5, , ,23607,3.2258064516129,1.0299151490945
378,101989,1,62315,1,S,3,37,2,2,2,3,2,2, , , , ,2,1,3,2,2,2, , ,1,1,2,2, ,1,2,2, ,1, , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,2,8,8,8,8,8,3,8,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,70,8,2,2, , , ,3, ,2,2, ,4,2, ,2,8,1, ,27203,3.80645161290323,1.21529987593151
379,101992,1,62315,1,U,1,36,2,2,2,4,1,1,3,1,2, ,1,2,2,1,1,1,2,5, , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2, ,1,1,2,2,2,2,1,1,1,2,1,1,2,1,3,2,1,2,4, , , ,3,3,2,3,2,2,3,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,62,1,3,2, , , ,3, ,2,2, ,2,2, ,1,99, , ,11219,6.7741935483871,2.16282181309845
380,101997,1,62315,1,S,3,51,1,2,2,2,1,1,2,1,2, ,2,2,2,2,2,1,1, , , , , , , , , , ,1, , , , ,2,2, ,2,2,2,1, , , ,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,4, , , ,3,2,1,2,1,3,2,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,30,1,2,1,1,1,0,8, ,2,3,8,3,2, ,1,7, , ,22406,2.03225806451613,0.648846543929535
