index,Month and Year,State,Civilian Population,Total Labor Force,Percent of Population,Employed - Total,Employed - Percent of Population,Unemployed - Total,Unemployed - Percent of Labor Force
711,February 1977,West Virginia,1385000,706061,51.0,657281,47.5,48780,6.9
712,February 1977,Wisconsin,3300000,2172078,65.8,2054967,62.3,117111,5.4
713,February 1977,Wyoming,284000,188846,66.5,181712,64.0,7134,3.8
714,March 1977,Alabama,2673000,1553665,58.1,1432080,53.6,121585,7.8
715,March 1977,Alaska,246000,170926,69.5,154815,62.9,16111,9.4
716,March 1977,Arizona,1703000,1026273,60.3,935794,54.9,90479,8.8
717,March 1977,Arkansas,1571000,919681,58.5,859108,54.7,60573,6.6
718,March 1977,California,16142000,10227514,63.4,9318337,57.7,909177,8.9
719,March 1977,Colorado,1904000,1284126,67.4,1198433,62.9,85693,6.7
720,March 1977,Connecticut,2278000,1475910,64.8,1363044,59.8,112866,7.6
721,March 1977,Delaware,426000,272185,63.9,246836,57.9,25349,9.3
722,March 1977,District of Columbia,514000,330687,64.3,300193,58.4,30494,9.2
723,March 1977,Florida,6655000,3656840,54.9,3330199,50.0,326641,8.9
724,March 1977,Georgia,3620000,2319462,64.1,2143106,59.2,176356,7.6
725,March 1977,Hawaii,604000,415929,68.9,382233,63.3,33696,8.1
726,March 1977,Idaho,605000,389446,64.4,366823,60.6,22623,5.8
727,March 1977,Illinois,8252000,5223076,63.3,4908178,59.5,314898,6.0
728,March 1977,Indiana,3851000,2461636,63.9,2319534,60.2,142102,5.8
729,March 1977,Iowa,2102000,1372340,65.3,1318874,62.7,53466,3.9
730,March 1977,Kansas,1666000,1097568,65.9,1052164,63.2,45404,4.1
731,March 1977,Kentucky,2524000,1525804,60.5,1450053,57.5,75751,5.0
732,March 1977,Louisiana,2757000,1566229,56.8,1458109,52.9,108120,6.9
733,March 1977,Maine,785000,481778,61.4,439138,55.9,42640,8.9
734,March 1977,Maryland,3015000,1956482,64.9,1826574,60.6,129908,6.6
735,March 1977,Massachusetts,4242000,2748044,64.8,2519277,59.4,228767,8.3
736,March 1977,Michigan,6516000,4066758,62.4,3716881,57.0,349877,8.6
737,March 1977,Minnesota,2848000,1903458,66.8,1794378,63.0,109080,5.7
738,March 1977,Mississippi,1681000,987695,58.8,916058,54.5,71637,7.3
739,March 1977,Missouri,3521000,2187601,62.1,2050903,58.2,136698,6.2
740,March 1977,Montana,546000,342989,62.8,322026,59.0,20963,6.1
741,March 1977,Nebraska,1111000,735463,66.2,711533,64.0,23930,3.3
742,March 1977,Nevada,483000,344802,71.4,317643,65.8,27159,7.9
743,March 1977,New Hampshire,619000,413113,66.7,387748,62.6,25365,6.1
744,March 1977,New Jersey,5420000,3376107,62.3,3028935,55.9,347172,10.3
745,March 1977,New Mexico,830000,505526,60.9,463015,55.8,42511,8.4
746,March 1977,New York,13241000,7699013,58.1,6948749,52.5,750264,9.7
747,March 1977,North Carolina,4001000,2644931,66.1,2481595,62.0,163336,6.2
748,March 1977,North Dakota,452000,284891,63.0,272131,60.2,12760,4.5
749,March 1977,Ohio,7788000,4808369,61.7,4461344,57.3,347025,7.2
750,March 1977,Oklahoma,2052000,1219925,59.5,1154455,56.3,65470,5.4
751,March 1977,Oregon,1782000,1139258,63.9,1041049,58.4,98209,8.6
752,March 1977,Pennsylvania,8859000,5187821,58.6,4776267,53.9,411554,7.9
753,March 1977,Rhode Island,703000,443847,63.1,406380,57.8,37467,8.4
754,March 1977,South Carolina,2045000,1318733,64.5,1222378,59.8,96355,7.3
755,March 1977,South Dakota,485000,315279,65.0,304174,62.7,11105,3.5
756,March 1977,Tennessee,3167000,1925963,60.8,1798864,56.8,127099,6.6
757,March 1977,Texas,9161000,5885057,64.2,5559030,60.7,326027,5.5
758,March 1977,Utah,857000,542953,63.4,513602,59.9,29351,5.4
759,March 1977,Vermont,349000,223807,64.1,206944,59.3,16863,7.5
760,March 1977,Virginia,3642000,2384337,65.5,2248658,61.7,135679,5.7
761,March 1977,Washington,2692000,1679640,62.4,1524989,56.6,154651,9.2
762,March 1977,West Virginia,1388000,708184,51.0,658956,47.5,49228,7.0
763,March 1977,Wisconsin,3304000,2176031,65.9,2060631,62.4,115400,5.3
764,March 1977,Wyoming,285000,190150,66.7,183087,64.2,7063,3.7
765,April 1977,Alabama,2677000,1562297,58.4,1439468,53.8,122829,7.9
766,April 1977,Alaska,247000,171568,69.5,155026,62.8,16542,9.6
767,April 1977,Arizona,1710000,1031901,60.3,942915,55.1,88986,8.6
768,April 1977,Arkansas,1574000,922639,58.6,862374,54.8,60265,6.5
769,April 1977,California,16179000,10272205,63.5,9379392,58.0,892813,8.7
770,April 1977,Colorado,1909000,1287111,67.4,1201482,62.9,85629,6.7
771,April 1977,Connecticut,2280000,1478384,64.8,1368978,60.0,109406,7.4
772,April 1977,Delaware,427000,273009,63.9,248330,58.2,24679,9.0
773,April 1977,District of Columbia,513000,330531,64.4,299929,58.5,30602,9.3
774,April 1977,Florida,6672000,3673735,55.1,3351765,50.2,321970,8.8
775,April 1977,Georgia,3628000,2320611,64.0,2151523,59.3,169088,7.3
776,April 1977,Hawaii,606000,416462,68.7,383521,63.3,32941,7.9
777,April 1977,Idaho,606000,391428,64.6,368592,60.8,22836,5.8
778,April 1977,Illinois,8261000,5245102,63.5,4928603,59.7,316499,6.0
779,April 1977,Indiana,3856000,2469608,64.0,2327568,60.4,142040,5.8
780,April 1977,Iowa,2104000,1375242,65.4,1321713,62.8,53529,3.9
781,April 1977,Kansas,1668000,1100425,66.0,1055533,63.3,44892,4.1
782,April 1977,Kentucky,2528000,1529936,60.5,1455042,57.6,74894,4.9
783,April 1977,Louisiana,2762000,1576996,57.1,1469214,53.2,107782,6.8
784,April 1977,Maine,787000,481844,61.2,439764,55.9,42080,8.7
785,April 1977,Maryland,3020000,1959080,64.9,1832788,60.7,126292,6.4
786,April 1977,Massachusetts,4245000,2754308,64.9,2529103,59.6,225205,8.2
787,April 1977,Michigan,6524000,4077260,62.5,3733183,57.2,344077,8.4
788,April 1977,Minnesota,2852000,1908978,66.9,1801328,63.2,107650,5.6
789,April 1977,Mississippi,1684000,990279,58.8,917544,54.5,72735,7.3
790,April 1977,Missouri,3525000,2199105,62.4,2063173,58.5,135932,6.2
791,April 1977,Montana,547000,344561,63.0,323360,59.1,21201,6.2
792,April 1977,Nebraska,1112000,737153,66.3,712920,64.1,24233,3.3
793,April 1977,Nevada,486000,346682,71.3,320508,65.9,26174,7.5
794,April 1977,New Hampshire,621000,414699,66.8,389935,62.8,24764,6.0
795,April 1977,New Jersey,5425000,3380846,62.3,3043611,56.1,337235,10.0
796,April 1977,New Mexico,833000,508341,61.0,466650,56.0,41691,8.2
797,April 1977,New York,13242000,7710663,58.2,6975580,52.7,735083,9.5
798,April 1977,North Carolina,4009000,2658598,66.3,2496789,62.3,161809,6.1
799,April 1977,North Dakota,452000,285557,63.2,272636,60.3,12921,4.5
800,April 1977,Ohio,7795000,4813381,61.7,4479849,57.5,333532,6.9
801,April 1977,Oklahoma,2056000,1225529,59.6,1160211,56.4,65318,5.3
802,April 1977,Oregon,1787000,1144263,64.0,1049879,58.8,94384,8.2
803,April 1977,Pennsylvania,8865000,5191317,58.6,4785229,54.0,406088,7.8
804,April 1977,Rhode Island,704000,444402,63.1,407307,57.9,37095,8.3
805,April 1977,South Carolina,2050000,1321586,64.5,1226576,59.8,95010,7.2
806,April 1977,South Dakota,486000,315964,65.0,305034,62.8,10930,3.5
807,April 1977,Tennessee,3174000,1932067,60.9,1806112,56.9,125955,6.5
808,April 1977,Texas,9184000,5900976,64.3,5581449,60.8,319527,5.4
809,April 1977,Utah,860000,543772,63.2,514549,59.8,29223,5.4
810,April 1977,Vermont,350000,224834,64.2,208294,59.5,16540,7.4
811,April 1977,Virginia,3649000,2390572,65.5,2256965,61.9,133607,5.6
812,April 1977,Washington,2699000,1680812,62.3,1527999,56.6,152813,9.1
813,April 1977,West Virginia,1390000,709020,51.0,659772,47.5,49248,6.9
814,April 1977,Wisconsin,3309000,2179647,65.9,2066416,62.4,113231,5.2
815,April 1977,Wyoming,286000,191462,66.9,184548,64.5,6914,3.6
816,May 1977,Alabama,2682000,1568937,58.5,1446727,53.9,122210,7.8
817,May 1977,Alaska,247000,171912,69.6,155066,62.8,16846,9.8
818,May 1977,Arizona,1716000,1037677,60.5,949864,55.4,87813,8.5
819,May 1977,Arkansas,1578000,925500,58.7,865597,54.9,59903,6.5
820,May 1977,California,16217000,10315498,63.6,9438033,58.2,877465,8.5
821,May 1977,Colorado,1915000,1288954,67.3,1204375,62.9,84579,6.6
822,May 1977,Connecticut,2283000,1480361,64.8,1374228,60.2,106133,7.2
823,May 1977,Delaware,428000,273473,63.9,249589,58.3,23884,8.7
824,May 1977,District of Columbia,513000,330148,64.4,299404,58.4,30744,9.3
825,May 1977,Florida,6690000,3690261,55.2,3374951,50.4,315310,8.5
826,May 1977,Georgia,3636000,2321832,63.9,2159450,59.4,162382,7.0
827,May 1977,Hawaii,607000,416569,68.6,384494,63.3,32075,7.7
828,May 1977,Idaho,608000,393705,64.8,370629,61.0,23076,5.9
829,May 1977,Illinois,8270000,5265352,63.7,4944440,59.8,320912,6.1
830,May 1977,Indiana,3861000,2477586,64.2,2335266,60.5,142320,5.7
831,May 1977,Iowa,2107000,1377965,65.4,1324156,62.8,53809,3.9
832,May 1977,Kansas,1671000,1102966,66.0,1058626,63.4,44340,4.0
833,May 1977,Kentucky,2533000,1532361,60.5,1458427,57.6,73934,4.8
834,May 1977,Louisiana,2768000,1587365,57.3,1479770,53.5,107595,6.8
835,May 1977,Maine,788000,481532,61.1,440217,55.9,41315,8.6
836,May 1977,Maryland,3024000,1960743,64.8,1838453,60.8,122290,6.2
837,May 1977,Massachusetts,4249000,2759927,65.0,2538267,59.7,221660,8.0
838,May 1977,Michigan,6532000,4088355,62.6,3749088,57.4,339267,8.3
839,May 1977,Minnesota,2856000,1913748,67.0,1807886,63.3,105862,5.5
840,May 1977,Mississippi,1687000,992640,58.8,919055,54.5,73585,7.4
841,May 1977,Missouri,3529000,2210554,62.6,2074618,58.8,135936,6.1
842,May 1977,Montana,549000,346442,63.1,324941,59.2,21501,6.2
843,May 1977,Nebraska,1113000,738769,66.4,714145,64.2,24624,3.3
844,May 1977,Nevada,488000,348213,71.4,323094,66.2,25119,7.2
845,May 1977,New Hampshire,623000,416139,66.8,392175,62.9,23964,5.8
846,May 1977,New Jersey,5429000,3382905,62.3,3056295,56.3,326610,9.7
847,May 1977,New Mexico,835000,510945,61.2,470135,56.3,40810,8.0
848,May 1977,New York,13243000,7719926,58.3,7001075,52.9,718851,9.3
849,May 1977,North Carolina,4017000,2673066,66.5,2512115,62.5,160951,6.0
850,May 1977,North Dakota,453000,286183,63.2,273125,60.3,13058,4.6
851,May 1977,Ohio,7802000,4817529,61.7,4497884,57.7,319645,6.6
852,May 1977,Oklahoma,2060000,1230292,59.7,1165583,56.6,64709,5.3
853,May 1977,Oregon,1793000,1149169,64.1,1058915,59.1,90254,7.9
854,May 1977,Pennsylvania,8872000,5193541,58.5,4792473,54.0,401068,7.7
855,May 1977,Rhode Island,705000,445012,63.1,408327,57.9,36685,8.2
856,May 1977,South Carolina,2054000,1323803,64.5,1230885,59.9,92918,7.0
857,May 1977,South Dakota,486000,316653,65.2,305974,63.0,10679,3.4
858,May 1977,Tennessee,3180000,1936817,60.9,1812978,57.0,123839,6.4
859,May 1977,Texas,9207000,5915306,64.2,5602054,60.8,313252,5.3
860,May 1977,Utah,862000,544359,63.2,515376,59.8,28983,5.3
861,May 1977,Vermont,351000,225923,64.4,209763,59.8,16160,7.2
862,May 1977,Virginia,3656000,2395358,65.5,2264422,61.9,130936,5.5
863,May 1977,Washington,2706000,1683073,62.2,1532870,56.6,150203,8.9
864,May 1977,West Virginia,1392000,709157,50.9,660138,47.4,49019,6.9
865,May 1977,Wisconsin,3314000,2182854,65.9,2071492,62.5,111362,5.1
866,May 1977,Wyoming,287000,192822,67.2,186101,64.8,6721,3.5
867,June 1977,Alabama,2686000,1573270,58.6,1453467,54.1,119803,7.6
868,June 1977,Alaska,248000,172108,69.4,155071,62.5,17037,9.9
869,June 1977,Arizona,1723000,1043243,60.5,956280,55.5,86963,8.3
870,June 1977,Arkansas,1581000,928520,58.7,868832,55.0,59688,6.4
871,June 1977,California,16254000,10358157,63.7,9493732,58.4,864425,8.3
872,June 1977,Colorado,1920000,1290346,67.2,1207360,62.9,82986,6.4
873,June 1977,Connecticut,2285000,1482432,64.9,1379006,60.4,103426,7.0
874,June 1977,Delaware,428000,273603,63.9,250531,58.5,23072,8.4
875,June 1977,District of Columbia,512000,329634,64.4,298809,58.4,30825,9.4
876,June 1977,Florida,6707000,3706641,55.3,3398744,50.7,307897,8.3
877,June 1977,Georgia,3643000,2324189,63.8,2166689,59.5,157500,6.8
878,June 1977,Hawaii,609000,416515,68.4,385092,63.2,31423,7.5
879,June 1977,Idaho,610000,396257,65.0,372942,61.1,23315,5.9
880,June 1977,Illinois,8278000,5283181,63.8,4955641,59.9,327540,6.2
881,June 1977,Indiana,3865000,2484971,64.3,2342099,60.6,142872,5.7
882,June 1977,Iowa,2109000,1381129,65.5,1326867,62.9,54262,3.9
883,June 1977,Kansas,1673000,1105209,66.1,1061335,63.4,43874,4.0
884,June 1977,Kentucky,2537000,1533975,60.5,1461025,57.6,72950,4.8
885,June 1977,Louisiana,2773000,1596665,57.6,1488694,53.7,107971,6.8
886,June 1977,Maine,790000,480887,60.9,440468,55.8,40419,8.4
887,June 1977,Maryland,3029000,1963111,64.8,1843863,60.9,119248,6.1
888,June 1977,Massachusetts,4252000,2764312,65.0,2546166,59.9,218146,7.9
889,June 1977,Michigan,6539000,4100553,62.7,3764049,57.6,336504,8.2
890,June 1977,Minnesota,2860000,1917528,67.0,1813744,63.4,103784,5.4
891,June 1977,Mississippi,1689000,994652,58.9,920508,54.5,74144,7.5
892,June 1977,Missouri,3533000,2220906,62.9,2084446,59.0,136460,6.1
893,June 1977,Montana,550000,348399,63.3,326582,59.4,21817,6.3
894,June 1977,Nebraska,1114000,740481,66.5,715300,64.2,25181,3.4
895,June 1977,Nevada,491000,349482,71.2,325440,66.3,24042,6.9
896,June 1977,New Hampshire,625000,417506,66.8,394423,63.1,23083,5.5
897,June 1977,New Jersey,5434000,3383078,62.3,3066068,56.4,317010,9.4
898,June 1977,New Mexico,838000,513297,61.3,473442,56.5,39855,7.8
899,June 1977,New York,13245000,7726901,58.3,7022585,53.0,704316,9.1
900,June 1977,North Carolina,4024000,2687046,66.8,2526055,62.8,160991,6.0
901,June 1977,North Dakota,453000,286814,63.3,273629,60.4,13185,4.6
902,June 1977,Ohio,7809000,4822966,61.8,4515022,57.8,307944,6.4
903,June 1977,Oklahoma,2063000,1234329,59.8,1170695,56.7,63634,5.2
904,June 1977,Oregon,1798000,1153957,64.2,1067749,59.4,86208,7.5
905,June 1977,Pennsylvania,8878000,5196703,58.5,4799142,54.1,397561,7.7
906,June 1977,Rhode Island,706000,445732,63.1,409501,58.0,36231,8.1
907,June 1977,South Carolina,2059000,1325795,64.4,1234941,60.0,90854,6.9
908,June 1977,South Dakota,487000,317357,65.2,306952,63.0,10405,3.3
909,June 1977,Tennessee,3187000,1939872,60.9,1818643,57.1,121229,6.2
910,June 1977,Texas,9231000,5930627,64.2,5621018,60.9,309609,5.2
911,June 1977,Utah,865000,544934,63.0,516273,59.7,28661,5.3
912,June 1977,Vermont,351000,227153,64.7,211356,60.2,15797,7.0
913,June 1977,Virginia,3664000,2399722,65.5,2271131,62.0,128591,5.4
914,June 1977,Washington,2713000,1686771,62.2,1539477,56.7,147294,8.7
915,June 1977,West Virginia,1395000,709628,50.9,660915,47.4,48713,6.9
916,June 1977,Wisconsin,3318000,2185493,65.9,2075391,62.5,110102,5.0
917,June 1977,Wyoming,288000,194210,67.4,187678,65.2,6532,3.4
918,July 1977,Alabama,2691000,1575689,58.6,1459495,54.2,116194,7.4
919,July 1977,Alaska,248000,172362,69.5,155209,62.6,17153,10.0
920,July 1977,Arizona,1729000,1048322,60.6,962096,55.6,86226,8.2
921,July 1977,Arkansas,1584000,932019,58.8,872217,55.1,59802,6.4
922,July 1977,California,16292000,10401572,63.8,9548241,58.6,853331,8.2
923,July 1977,Colorado,1926000,1291967,67.1,1210767,62.9,81200,6.3
924,July 1977,Connecticut,2287000,1485113,64.9,1383722,60.5,101391,6.8
925,July 1977,Delaware,429000,273524,63.8,251174,58.5,22350,8.2
926,July 1977,District of Columbia,512000,329182,64.3,298416,58.3,30766,9.3
927,July 1977,Florida,6725000,3724185,55.4,3423652,50.9,300533,8.1
928,July 1977,Georgia,3651000,2328381,63.8,2173729,59.5,154652,6.6
929,July 1977,Hawaii,610000,416627,68.3,385371,63.2,31256,7.5
930,July 1977,Idaho,612000,399010,65.2,375497,61.4,23513,5.9
931,July 1977,Illinois,8287000,5298086,63.9,4964523,59.9,333563,6.3
932,July 1977,Indiana,3870000,2492340,64.4,2348443,60.7,143897,5.8
933,July 1977,Iowa,2111000,1384987,65.6,1330321,63.0,54666,3.9
